url,name,maps_link,address,search_urls,phone_number
https://dutchie.com/dispensary/enlighten-alaska/info,Enlighten Alaska,https://www.google.com/maps?q=2600%20Spenard%20Rd%2C%20Anchorage%2C%20AK%2099503,"2600 Spenard Rd  Anchorage, AK","https://www.google.com/search?q=Enlighten+Alaska+2600+Spenard+Rd++Anchorage,+AK+phone+number",(907) 290-8559
https://dutchie.com/dispensary/hollyweed-907/info,Hollyweed 907,https://www.google.com/maps?q=2429%20E%2088th%20Ave%2C%20Anchorage%2C%20AK%2099507,"2429 E 88th Ave  Anchorage, AK","https://www.google.com/search?q=Hollyweed+907+2429+E+88th+Ave++Anchorage,+AK+phone+number",(907) 929-3331
https://dutchie.com/dispensary/uncle-herbs-boniface/info,Uncle Herb's (Boniface),https://www.google.com/maps?q=360%20Boniface%20Pkwy%2C%20Anchorage%2C%20AK%2099504,"360 Boniface Pkwy  Anchorage, AK","https://www.google.com/search?q=Uncle+Herb's+(Boniface)+360+Boniface+Pkwy++Anchorage,+AK+phone+number",(907) 333-4372
https://dutchie.com/dispensary/theroots-raspberry/info,The Roots Raspberry,https://www.google.com/maps?q=501%20Raspberry%20Rd%2C%20Anchorage%2C%20AK%2099518,"501 Raspberry Rd  Anchorage, AK","https://www.google.com/search?q=The+Roots+Raspberry+501+Raspberry+Rd++Anchorage,+AK+phone+number",(907) 522-2450
https://dutchie.com/dispensary/dank-cannabis-ranchlands/info,Dank Cannabis - Ranchlands,https://www.google.com/maps?q=1829%20Ranchlands%20Blvd%20NW%2C%20123%2C%20Calgary%2C%20AB%20T3G%202A7,"1829 Ranchlands Blvd NW 123 Calgary, AB","https://www.google.com/search?q=Dank+Cannabis+-+Ranchlands+1829+Ranchlands+Blvd+NW+123+Calgary,+AB+phone+number",+1 587-392-7059
https://dutchie.com/dispensary/erbn-green-sundre/info,ERBN Green - Sundre,https://www.google.com/maps?q=305%20Main%20Ave%20W%2C%20Sundre%2C%20AB%20T0M%201X0,"305 Main Ave W  Sundre, AB","https://www.google.com/search?q=ERBN+Green+-+Sundre+305+Main+Ave+W++Sundre,+AB+phone+number",+1 403-636-1664
https://dutchie.com/dispensary/theroots-midtown/info,The Roots Midtown,https://www.google.com/maps?q=360%20E%20International%20Airport%20Rd%2C%20Anchorage%2C%20AK%2099518,"360 E International Airport Rd  Anchorage, AK","https://www.google.com/search?q=The+Roots+Midtown+360+E+International+Airport+Rd++Anchorage,+AK+phone+number",(907) 563-0018
https://dutchie.com/dispensary/high-bush-buds/info,High Bush Buds,https://www.google.com/maps?q=36312%20Irons%20Ave%2C%20Soldotna%2C%20AK%2099669,"36312 Irons Ave  Soldotna, AK","https://www.google.com/search?q=High+Bush+Buds+36312+Irons+Ave++Soldotna,+AK+phone+number",(907) 953-9393
https://dutchie.com/dispensary/alaskan-kush-company/info,Alaskan Kush Company,https://www.google.com/maps?q=159%20S%20Franklin%20St%2C%20Juneau%2C%20AK%2099801,"159 S Franklin St  Juneau, AK","https://www.google.com/search?q=Alaskan+Kush+Company+159+S+Franklin+St++Juneau,+AK+phone+number",(907) 500-7440
https://dutchie.com/dispensary/cannabis-cove/info,Cannabis Cove,https://www.google.com/maps?q=7198%20N%20Tongass%20Hwy%2C%20Ketchikan%2C%20AK%2099901,"7198 N Tongass Hwy  Ketchikan, AK","https://www.google.com/search?q=Cannabis+Cove+7198+N+Tongass+Hwy++Ketchikan,+AK+phone+number",(907) 225-7575
https://dutchie.com/dispensary/the-stoney-moose/info,The Stoney Moose,https://www.google.com/maps?q=127%20Stedman%20St%2C%20Ketchikan%2C%20AK%2099901,"127 Stedman St  Ketchikan, AK","https://www.google.com/search?q=The+Stoney+Moose+127+Stedman+St++Ketchikan,+AK+phone+number",N/A
https://dutchie.com/dispensary/uncle-herb-homer/info,Uncle Herb's (Homer),https://www.google.com/maps?q=1213%20Ocean%20Dr%2C%20Homer%2C%20AK%2099603,"1213 Ocean Dr  Homer, AK","https://www.google.com/search?q=Uncle+Herb's+(Homer)+1213+Ocean+Dr++Homer,+AK+phone+number",(907) 235-4372
https://dutchie.com/dispensary/dandelion/info,Dandelion,https://www.google.com/maps?q=1053%20Haines%20Hwy%2C%20Haines%2C%20AK%2099827,"1053 Haines Hwy  Haines, AK","https://www.google.com/search?q=Dandelion+1053+Haines+Hwy++Haines,+AK+phone+number",N/A
https://dutchie.com/dispensary/red-run-cannabis-company/info,Red Run Cannabis Co. (Kenai),https://www.google.com/maps?q=5455%20Kenai%20Spur%20Hwy%2C%20Kenai%2C%20AK%2099611,"5455 Kenai Spur Hwy  Kenai, AK","https://www.google.com/search?q=Red+Run+Cannabis+Co.+(Kenai)+5455+Kenai+Spur+Hwy++Kenai,+AK+phone+number",(907) 283-0800
https://dutchie.com/dispensary/harvest-cannabis-dispensary/info,Harvest Cannabis Dispensary,https://www.google.com/maps?q=1200%20Thomas%20G%20Wilson%20Dr%2C%20Conway%2C%20AR%2072032,"1200 Thomas G Wilson Dr  Conway, AR","https://www.google.com/search?q=Harvest+Cannabis+Dispensary+1200+Thomas+G+Wilson+Dr++Conway,+AR+phone+number",(501) 504-6065
https://dutchie.com/dispensary/enlightened-dispensary-clarksville/info,Enlightened Dispensary Clarksville,https://www.google.com/maps?q=131%20Massengale%20Rd%2C%20Clarksville%2C%20AR%2072830,"131 Massengale Rd  Clarksville, AR","https://www.google.com/search?q=Enlightened+Dispensary+Clarksville+131+Massengale+Rd++Clarksville,+AR+phone+number",(479) 358-7575
https://dutchie.com/dispensary/east-rip/info,East Rip,https://www.google.com/maps?q=10767%20Kenai%20Spur%20Hwy%2C%20Kenai%2C%20AK%2099611,"10767 Kenai Spur Hwy  Kenai, AK","https://www.google.com/search?q=East+Rip+10767+Kenai+Spur+Hwy++Kenai,+AK+phone+number",(907) 283-7833
https://dutchie.com/dispensary/wildflower/info,Wildflower,https://www.google.com/maps?q=158%20Alimaq%20Dr%2C%20Kodiak%2C%20AK%2099615,"158 Alimaq Dr  Kodiak, AK","https://www.google.com/search?q=Wildflower+158+Alimaq+Dr++Kodiak,+AK+phone+number",N/A
https://dutchie.com/dispensary/reds-outpost/info,Red's Outpost,https://www.google.com/maps?q=41790%20Sterling%20Hwy%2C%20Soldotna%2C%20AK%2099669,"41790 Sterling Hwy  Soldotna, AK","https://www.google.com/search?q=Red's+Outpost+41790+Sterling+Hwy++Soldotna,+AK+phone+number",(907) 759-1222
https://dutchie.com/dispensary/river-valley-natural-health/info,River Valley Natural Health,https://www.google.com/maps?q=Moffett%2C%20OK%2074946,"Moffett, OK","https://www.google.com/search?q=River+Valley+Natural+Health+Moffett,+OK+phone+number",(539) 352-2005
https://dutchie.com/dispensary/green-elephant/info,Green Elephant,https://www.google.com/maps?q=101%20Mill%20St%2C%20Juneau%2C%20AK%2099801,"101 Mill St  Juneau, AK","https://www.google.com/search?q=Green+Elephant+101+Mill+St++Juneau,+AK+phone+number",(907) 290-8400
https://dutchie.com/dispensary/high-rise/info,High Rise,https://www.google.com/maps?q=104%20Center%20St%2C%20Kodiak%2C%20AK%2099615,"104 Center St  Kodiak, AK","https://www.google.com/search?q=High+Rise+104+Center+St++Kodiak,+AK+phone+number",(907) 313-5383
https://dutchie.com/dispensary/remedy-shoppe/info,Remedy Shoppe,https://www.google.com/maps?q=307%203rd%20Ave%2C%20Skagway%2C%20AK%2099840,"307 3rd Ave  Skagway, AK","https://www.google.com/search?q=Remedy+Shoppe+307+3rd+Ave++Skagway,+AK+phone+number",(907) 983-3345
https://dutchie.com/dispensary/arkansas-natural-products/info,Arkansas Natural Products,https://www.google.com/maps?q=1303%20Hwy%2065%20S%2C%20Clinton%2C%20AR%2072031,"1303 Hwy 65 S  Clinton, AR","https://www.google.com/search?q=Arkansas+Natural+Products+1303+Hwy+65+S++Clinton,+AR+phone+number",(501) 386-3166
https://dutchie.com/dispensary/roland-natural-health-roland/info,Roland Natural Health (Roland),https://www.google.com/maps?q=309%20E%20Ray%20Fine%20Blvd%2C%20Roland%2C%20OK%2074954,"309 E Ray Fine Blvd  Roland, OK","https://www.google.com/search?q=Roland+Natural+Health+(Roland)+309+E+Ray+Fine+Blvd++Roland,+OK+phone+number",N/A
https://dutchie.com/dispensary/rainforest-cannabis/info,Rainforest Cannabis,https://www.google.com/maps?q=726%20Water%20St%2C%20Ketchikan%2C%20AK%2099901,"726 Water St  Ketchikan, AK","https://www.google.com/search?q=Rainforest+Cannabis+726+Water+St++Ketchikan,+AK+phone+number",(907) 247-9333
https://dutchie.com/dispensary/osage-creek-dispensary/info,Osage Creek Dispensary,https://www.google.com/maps?q=101%20E%20Van%20Buren%2C%20Eureka%20Springs%2C%20AR%2072632,"101 E Van Buren  Eureka Springs, AR","https://www.google.com/search?q=Osage+Creek+Dispensary+101+E+Van+Buren++Eureka+Springs,+AR+phone+number",(479) 431-4897
https://dutchie.com/dispensary/good-day-farms-van-buren/info,GDF - Van Buren,https://www.google.com/maps?q=1705%20Fayetteville%20Rd%2C%20Van%20Buren%2C%20AR%2072956,"1705 Fayetteville Rd  Van Buren, AR","https://www.google.com/search?q=GDF+-+Van+Buren+1705+Fayetteville+Rd++Van+Buren,+AR+phone+number",(479) 279-0146
https://dutchie.com/dispensary/fort-cannabis-co/info,The Greenery,https://www.google.com/maps?q=4410%20Phoenix%20Ave%2C%20Fort%20Smith%2C%20AR%2072903,"4410 Phoenix Ave  Fort Smith, AR","https://www.google.com/search?q=The+Greenery+4410+Phoenix+Ave++Fort+Smith,+AR+phone+number",(479) 551-2235
https://dutchie.com/dispensary/pocola-natural-health/info,Pocola Natural Health,https://www.google.com/maps?q=1510%20Folsom%20Blvd%2C%20Pocola%2C%20OK%2074902,"1510 Folsom Blvd  Pocola, OK","https://www.google.com/search?q=Pocola+Natural+Health+1510+Folsom+Blvd++Pocola,+OK+phone+number",(539) 245-1041
https://dutchie.com/dispensary/Good-Day-Farm-Hensley/info,GDF - Hensley,https://www.google.com/maps?q=26225%20US-167%2C%20Hensley%2C%20AR%2072065,"26225 US-167  Hensley, AR","https://www.google.com/search?q=GDF+-+Hensley+26225+US-167++Hensley,+AR+phone+number",(501) 993-0617
https://dutchie.com/dispensary/curaleaf-ar-little-rock/info,Greenlight Dispensary - Little Rock,https://www.google.com/maps?q=7303%20Kanis%20Rd%2C%20Little%20Rock%2C%20AR%2072204,"7303 Kanis Rd  Little Rock, AR","https://www.google.com/search?q=Greenlight+Dispensary+-+Little+Rock+7303+Kanis+Rd++Little+Rock,+AR+phone+number",(501) 236-6906
https://dutchie.com/dispensary/az-flower-power-nirvana-aj/info,Nirvana Cannabis- Apache Junction,https://www.google.com/maps?q=11343%20E%20Apache%20Trail%2C%20Apache%20Junction%2C%20AZ%2085120,"11343 E Apache Trail  Apache Junction, AZ","https://www.google.com/search?q=Nirvana+Cannabis-+Apache+Junction+11343+E+Apache+Trail++Apache+Junction,+AZ+phone+number",(480) 498-4466
https://dutchie.com/dispensary/west-memphis-dispensary1/info,Greenlight Dispensary - West Memphis,https://www.google.com/maps?q=3600%20N%20Service%20Rd%2C%20West%20Memphis%2C%20AR%2072301,"3600 N Service Rd  West Memphis, AR","https://www.google.com/search?q=Greenlight+Dispensary+-+West+Memphis+3600+N+Service+Rd++West+Memphis,+AR+phone+number",(870) 497-2175
https://dutchie.com/dispensary/greenlight-dispensary-helena1/info,Greenlight Dispensary - Helena,https://www.google.com/maps?q=2000%20Martin%20Luther%20King%20Jr%20Dr%2C%20Helena-West%20Helena%2C%20AR%2072342,"2000 Martin Luther King Jr Dr  Helena-West Helena, AR","https://www.google.com/search?q=Greenlight+Dispensary+-+Helena+2000+Martin+Luther+King+Jr+Dr++Helena-West+Helena,+AR+phone+number",(870) 714-6119
https://dutchie.com/dispensary/story-of-arizona-bisbee/info,Story Bisbee,https://www.google.com/maps?q=1191%20S%20Naco%20Hwy%2C%20Bisbee%2C%20AZ%2085603,"1191 S Naco Hwy  Bisbee, AZ","https://www.google.com/search?q=Story+Bisbee+1191+S+Naco+Hwy++Bisbee,+AZ+phone+number",(520) 727-7754
https://dutchie.com/dispensary/red-river-remedy/info,GDF - Texarkana,https://www.google.com/maps?q=4423%20E%20Broad%20St%2C%20Texarkana%2C%20AR%2071854,"4423 E Broad St  Texarkana, AR","https://www.google.com/search?q=GDF+-+Texarkana+4423+E+Broad+St++Texarkana,+AR+phone+number",(870) 621-2030
https://dutchie.com/dispensary/good-day-farm/info,GDF - Little Rock (Chenal Pkwy),https://www.google.com/maps?q=11600%20Chenal%20Pkwy%2C%20Little%20Rock%2C%20AR%2072211,"11600 Chenal Pkwy  Little Rock, AR","https://www.google.com/search?q=GDF+-+Little+Rock+(Chenal+Pkwy)+11600+Chenal+Pkwy++Little+Rock,+AR+phone+number",(501) 441-0944
https://dutchie.com/dispensary/svaccha-llc-nirvana-center-apache-junction/info,Harvest of Apache Junction,https://www.google.com/maps?q=1985%20Apache%20Trail%2C%20%23%204%2C%20Apache%20Junction%2C%20AZ%2085120,"1985 Apache Trail # 4 Apache Junction, AZ","https://www.google.com/search?q=Harvest+of+Apache+Junction+1985+Apache+Trail+#+4+Apache+Junction,+AZ+phone+number",(480) 582-8521
https://dutchie.com/dispensary/good-day-farm-monticello/info,GDF - Monticello,https://www.google.com/maps?q=329%20US-425%2C%20Monticello%2C%20AR%2071655,"329 US-425  Monticello, AR","https://www.google.com/search?q=GDF+-+Monticello+329+US-425++Monticello,+AR+phone+number",(870) 412-1244
https://dutchie.com/dispensary/health-for-life-crimson/info,Health for Life - Crismon,https://www.google.com/maps?q=9949%20E%20Apache%20Trail%2C%20Mesa%2C%20AZ%2085207,"9949 E Apache Trail  Mesa, AZ","https://www.google.com/search?q=Health+for+Life+-+Crismon+9949+E+Apache+Trail++Mesa,+AZ+phone+number",(480) 400-1170
https://dutchie.com/dispensary/health-for-life-mcdowell/info,Health for Life - McDowell,https://www.google.com/maps?q=5550%20E%20McDowell%20Rd%2C%20Mesa%2C%20AZ%2085215,"5550 E McDowell Rd  Mesa, AZ","https://www.google.com/search?q=Health+for+Life+-+McDowell+5550+E+McDowell+Rd++Mesa,+AZ+phone+number",(480) 830-8251
https://dutchie.com/dispensary/superfarm-texarkana/info,Superfarm - Texarkana,https://www.google.com/maps?q=410%20Realtor%20Ave%2C%20Texarkana%2C%20AR%2071854,"410 Realtor Ave  Texarkana, AR","https://www.google.com/search?q=Superfarm+-+Texarkana+410+Realtor+Ave++Texarkana,+AR+phone+number",(870) 621-2044
https://dutchie.com/dispensary/the-mint-75th-ave/info,The Mint - 75th Ave,https://www.google.com/maps?q=1211%20N%2075th%20Ave%2C%20Phoenix%2C%20AZ%2085043,"1211 N 75th Ave  Phoenix, AZ","https://www.google.com/search?q=The+Mint+-+75th+Ave+1211+N+75th+Ave++Phoenix,+AZ+phone+number",(480) 749-6468
https://dutchie.com/dispensary/curaleaf-az-83rd-dispensary/info,Curaleaf (AZ) - 83rd Dispensary,https://www.google.com/maps?q=2175%20N%2083rd%20Ave%2C%20Phoenix%2C%20AZ%2085035,"2175 N 83rd Ave  Phoenix, AZ","https://www.google.com/search?q=Curaleaf+(AZ)+-+83rd+Dispensary+2175+N+83rd+Ave++Phoenix,+AZ+phone+number",(623) 244-5349
https://dutchie.com/dispensary/Good-Day-Farm-Cantrell/info,GDF - Little Rock (Cantrell Rd),https://www.google.com/maps?q=3720%20Cantrell%20Rd%2C%20Little%20Rock%2C%20AR%2072202,"3720 Cantrell Rd  Little Rock, AR","https://www.google.com/search?q=GDF+-+Little+Rock+(Cantrell+Rd)+3720+Cantrell+Rd++Little+Rock,+AR+phone+number",(501) 263-7519
https://dutchie.com/dispensary/curaleaf-az-youngtown/info,Curaleaf (AZ) - Youngtown,https://www.google.com/maps?q=2175%20N%2083rd%20Ave%2C%20Phoenix%2C%20AZ%2085035,"2175 N 83rd Ave  Phoenix, AZ","https://www.google.com/search?q=Curaleaf+(AZ)+-+Youngtown+2175+N+83rd+Ave++Phoenix,+AZ+phone+number",N/A
https://dutchie.com/dispensary/health-for-life-ellsworth/info,Health for Life - Ellsworth,https://www.google.com/maps?q=7343%20S%2089th%20Pl%2C%20Mesa%2C%20AZ%2085212,"7343 S 89th Pl  Mesa, AZ","https://www.google.com/search?q=Health+for+Life+-+Ellsworth+7343+S+89th+Pl++Mesa,+AZ+phone+number",(480) 888-0247
https://dutchie.com/dispensary/the-phoenix-delivery/info,Story Tolleson,https://www.google.com/maps?q=9897%20W%20McDowell%20Rd%2C%20Tolleson%2C%20AZ%2085353,"9897 W McDowell Rd  Tolleson, AZ","https://www.google.com/search?q=Story+Tolleson+9897+W+McDowell+Rd++Tolleson,+AZ+phone+number",(623) 301-8563
https://dutchie.com/dispensary/herbal-wellness-center-west/info,Herbal Wellness Center - West,https://www.google.com/maps?q=4126%20W%20Indian%20School%20Rd%2C%20Phoenix%2C%20AZ%2085019,"4126 W Indian School Rd  Phoenix, AZ","https://www.google.com/search?q=Herbal+Wellness+Center+-+West+4126+W+Indian+School+Rd++Phoenix,+AZ+phone+number",(602) 635-3502
https://dutchie.com/dispensary/harvest-of-avondale/info,Harvest of Avondale,https://www.google.com/maps?q=3828%20S%20Vermeersch%20Rd%2C%20Avondale%2C%20AZ%2085323,"3828 S Vermeersch Rd  Avondale, AZ","https://www.google.com/search?q=Harvest+of+Avondale+3828+S+Vermeersch+Rd++Avondale,+AZ+phone+number",(623) 792-5032
https://dutchie.com/dispensary/harvest-of-case-grande/info,Harvest of Casa Grande,https://www.google.com/maps?q=1860%20N%20Salk%20Dr%2C%20Casa%20Grande%2C%20AZ%2085122,"1860 N Salk Dr  Casa Grande, AZ","https://www.google.com/search?q=Harvest+of+Casa+Grande+1860+N+Salk+Dr++Casa+Grande,+AZ+phone+number",(520) 350-9880
https://dutchie.com/dispensary/all-greens1/info,All Greens,https://www.google.com/maps?q=10032%20W%20Bell%20Rd%2C%20Sun%20City%2C%20AZ%2085351,"10032 W Bell Rd  Sun City, AZ","https://www.google.com/search?q=All+Greens+10032+W+Bell+Rd++Sun+City,+AZ+phone+number",(623) 214-0801
https://dutchie.com/dispensary/nirvana-center-tempe-mmj-apothecary/info,Nirvana Cannabis - Phoenix (35th),https://www.google.com/maps?q=2%20N%2035th%20Ave%2C%20Phoenix%2C%20AZ%2085009,"2 N 35th Ave  Phoenix, AZ","https://www.google.com/search?q=Nirvana+Cannabis+-+Phoenix+(35th)+2+N+35th+Ave++Phoenix,+AZ+phone+number",N/A
https://dutchie.com/dispensary/nirvana-75th-yavapai-herbal-services/info,Nirvana Cannabis - West Phoenix (75th),https://www.google.com/maps?q=2330%20N%2075th%20Ave%2C%20Phoenix%2C%20AZ%2085035,"2330 N 75th Ave  Phoenix, AZ","https://www.google.com/search?q=Nirvana+Cannabis+-+West+Phoenix+(75th)+2330+N+75th+Ave++Phoenix,+AZ+phone+number",(602) 786-7988
https://dutchie.com/dispensary/AZ-Deeply-Rooted/info,Deeply Rooted Boutique Cannabis Company,https://www.google.com/maps?q=11725%20Grand%20Ave%2C%20El%20Mirage%2C%20AZ%2085335,"11725 Grand Ave  El Mirage, AZ","https://www.google.com/search?q=Deeply+Rooted+Boutique+Cannabis+Company+11725+Grand+Ave++El+Mirage,+AZ+phone+number",(623) 252-0004
https://dutchie.com/dispensary/ponderosa-releaf/info,Ponderosa - Glendale,https://www.google.com/maps?q=9240%20W%20Northern%20Ave%2C%20Glendale%2C%20AZ%2085305,"9240 W Northern Ave  Glendale, AZ","https://www.google.com/search?q=Ponderosa+-+Glendale+9240+W+Northern+Ave++Glendale,+AZ+phone+number",(623) 877-3934
https://dutchie.com/dispensary/all-greens-adult-use/info,All Greens (Adult-Use),https://www.google.com/maps?q=10032%20W%20Bell%20Rd%2C%20Sun%20City%2C%20AZ%2085351,"10032 W Bell Rd  Sun City, AZ","https://www.google.com/search?q=All+Greens+(Adult-Use)+10032+W+Bell+Rd++Sun+City,+AZ+phone+number",(623) 214-0801
https://dutchie.com/dispensary/curaleaf-peoria/info,Curaleaf (AZ) - Peoria,https://www.google.com/maps?q=8970%20N%2091st%20Ave%2C%20Peoria%2C%20AZ%2085345,"8970 N 91st Ave  Peoria, AZ","https://www.google.com/search?q=Curaleaf+(AZ)+-+Peoria+8970+N+91st+Ave++Peoria,+AZ+phone+number",(623) 233-1010
https://dutchie.com/dispensary/harvest-of-peoria/info,Harvest of Peoria,https://www.google.com/maps?q=9275%20W%20Peoria%20Ave%2C%20Peoria%2C%20AZ%2085345,"9275 W Peoria Ave  Peoria, AZ","https://www.google.com/search?q=Harvest+of+Peoria+9275+W+Peoria+Ave++Peoria,+AZ+phone+number",(623) 878-5954
https://dutchie.com/dispensary/arizona-organix/info,Arizona Organix,https://www.google.com/maps?q=5301%20W%20Glendale%20Ave%2C%20Glendale%2C%20AZ%2085301,"5301 W Glendale Ave  Glendale, AZ","https://www.google.com/search?q=Arizona+Organix+5301+W+Glendale+Ave++Glendale,+AZ+phone+number",(623) 937-2752
https://dutchie.com/dispensary/natures-medicines-glendale-med/info,Story Grand Glendale,https://www.google.com/maps?q=6840%20Grand%20Ave%2C%20Glendale%2C%20AZ%2085301,"6840 Grand Ave  Glendale, AZ","https://www.google.com/search?q=Story+Grand+Glendale+6840+Grand+Ave++Glendale,+AZ+phone+number",(623) 301-8478
https://dutchie.com/dispensary/florence-store-location/info,Ponderosa Chandler,https://www.google.com/maps?q=318%20S%20Bracken%20Ln%2C%20Chandler%2C%20AZ%2085224,"318 S Bracken Ln  Chandler, AZ","https://www.google.com/search?q=Ponderosa+Chandler+318+S+Bracken+Ln++Chandler,+AZ+phone+number",(480) 506-0403
https://dutchie.com/dispensary/the-mint-dispensary-mesa/info,The Mint - Mesa,https://www.google.com/maps?q=330%20E%20Southern%20Ave%2C%20Mesa%2C%20AZ%2085210,"330 E Southern Ave  Mesa, AZ","https://www.google.com/search?q=The+Mint+-+Mesa+330+E+Southern+Ave++Mesa,+AZ+phone+number",(480) 749-6468
https://dutchie.com/dispensary/harvest-of-mesa/info,Harvest of South Mesa,https://www.google.com/maps?q=938%20E%20Juanita%20Ave%2C%20Mesa%2C%20AZ%2085204,"938 E Juanita Ave  Mesa, AZ","https://www.google.com/search?q=Harvest+of+South+Mesa+938+E+Juanita+Ave++Mesa,+AZ+phone+number",(480) 272-9888
https://dutchie.com/dispensary/oasis-cannabis-south/info,Story South Chandler,https://www.google.com/maps?q=26427%20S%20Arizona%20Ave%2C%20Chandler%2C%20AZ%2085248,"26427 S Arizona Ave  Chandler, AZ","https://www.google.com/search?q=Story+South+Chandler+26427+S+Arizona+Ave++Chandler,+AZ+phone+number",(602) 903-3665
https://dutchie.com/dispensary/urban-green-house/info,Harvest of Phoenix – Alhambra,https://www.google.com/maps?q=2630%20W%20Indian%20School%20Rd%2C%20Phoenix%2C%20AZ%2085017,"2630 W Indian School Rd  Phoenix, AZ","https://www.google.com/search?q=Harvest+of+Phoenix+–+Alhambra+2630+W+Indian+School+Rd++Phoenix,+AZ+phone+number",(480) 209-1804
https://dutchie.com/dispensary/harvest-of-tempe/info,Harvest of Tempe,https://www.google.com/maps?q=710%20W%20Elliot%20Rd%2C%20Tempe%2C%20AZ%2085284,"710 W Elliot Rd  Tempe, AZ","https://www.google.com/search?q=Harvest+of+Tempe+710+W+Elliot+Rd++Tempe,+AZ+phone+number",N/A
https://dutchie.com/dispensary/natures-medicines-phoenix-med/info,Story McDowell,https://www.google.com/maps?q=2439%20W%20McDowell%20Rd%2C%20Phoenix%2C%20AZ%2085009,"2439 W McDowell Rd  Phoenix, AZ","https://www.google.com/search?q=Story+McDowell+2439+W+McDowell+Rd++Phoenix,+AZ+phone+number",(602) 669-3917
